body_temperature,walking_capacity,heart_rate,health_status,temperature_above_normal,temperature_below_normal,low_walking_capacity,high_heart_rate,low_heart_rate
35.5,4536,34,unhealthy,False,True,True,False,True
38.0,10499,69,healthy,False,False,False,False,False
35.8,7980,37,unhealthy,False,True,True,False,True
38.4,3908,66,unhealthy,False,False,True,False,False
38.3,9515,71,healthy,False,False,False,False,False
34.9,4960,24,unhealthy,False,True,True,False,True
38.4,10469,67,healthy,False,False,False,False,False
40.5,5345,118,unhealthy,True,False,True,True,False
40.7,5035,101,unhealthy,True,False,True,True,False
41.1,6005,110,unhealthy,True,False,True,True,False
35.4,4616,41,unhealthy,False,True,True,False,True
38.2,11661,62,healthy,False,False,False,False,False
40.1,6150,122,unhealthy,True,False,True,True,False
35.8,4658,29,unhealthy,False,True,True,False,True
37.9,11430,57,healthy,False,False,False,False,False
38.0,12889,74,healthy,False,False,False,False,False
35.3,5490,41,unhealthy,False,True,True,False,True
37.9,10534,62,healthy,False,False,False,False,False
38.2,11076,66,healthy,False,False,False,False,False
38.2,10766,61,healthy,False,False,False,False,False
37.8,10222,62,healthy,False,False,False,False,False
38.3,11645,65,healthy,False,False,False,False,False
38.7,9642,58,healthy,False,False,False,False,False
38.5,6028,64,unhealthy,False,False,True,False,False
35.6,6252,39,unhealthy,False,True,True,False,True
39.0,11429,62,healthy,False,False,False,False,False
37.9,11555,66,healthy,False,False,False,False,False
37.7,11793,73,healthy,False,False,False,False,False
34.6,7107,36,unhealthy,False,True,True,False,True
38.3,12583,64,healthy,False,False,False,False,False
35.6,6366,37,unhealthy,False,True,True,False,True
38.2,13015,71,healthy,False,False,False,False,False
38.2,6074,64,unhealthy,False,False,True,False,False
38.4,11479,66,healthy,False,False,False,False,False
38.1,11820,63,healthy,False,False,False,False,False
38.1,12128,67,healthy,False,False,False,False,False
35.2,6651,31,unhealthy,False,True,True,False,True
38.8,11076,58,healthy,False,False,False,False,False
38.8,4970,66,unhealthy,False,False,True,False,False
36.0,4679,35,unhealthy,False,True,True,False,True
38.5,5565,75,unhealthy,False,False,True,False,False
39.4,6143,106,unhealthy,True,False,True,True,False
38.5,12116,72,healthy,False,False,False,False,False
35.0,5179,33,unhealthy,False,True,True,False,True
35.1,5514,32,unhealthy,False,True,True,False,True
38.1,12496,71,healthy,False,False,False,False,False
38.2,12229,56,healthy,False,False,False,False,False
38.1,11348,62,healthy,False,False,False,False,False
38.2,5225,69,unhealthy,False,False,True,False,False
38.5,5636,71,unhealthy,False,False,True,False,False
38.0,10661,57,healthy,False,False,False,False,False
41.0,6661,103,unhealthy,True,False,True,True,False
35.1,4631,28,unhealthy,False,True,True,False,True
38.3,10694,72,healthy,False,False,False,False,False
38.5,3699,62,unhealthy,False,False,True,False,False
38.6,11125,55,healthy,False,False,False,False,False
38.7,10780,66,healthy,False,False,False,False,False
36.0,5400,30,unhealthy,False,True,True,False,True
38.2,10852,62,healthy,False,False,False,False,False
39.4,4989,104,unhealthy,True,False,True,True,False
35.9,5897,34,unhealthy,False,True,True,False,True
38.6,10441,72,healthy,False,False,False,False,False
36.1,5005,33,unhealthy,False,True,True,False,True
38.1,10115,68,healthy,False,False,False,False,False
38.3,10704,63,healthy,False,False,False,False,False
38.0,5674,67,unhealthy,False,False,True,False,False
37.9,12853,70,healthy,False,False,False,False,False
40.6,6177,105,unhealthy,True,False,True,True,False
40.7,5740,115,unhealthy,True,False,True,True,False
38.1,2600,65,unhealthy,False,False,True,False,False
39.0,10385,57,healthy,False,False,False,False,False
38.1,10292,81,healthy,False,False,False,False,False
39.9,6283,126,unhealthy,True,False,True,True,False
38.4,11539,65,healthy,False,False,False,False,False
39.0,10562,74,healthy,False,False,False,False,False
38.2,10576,67,healthy,False,False,False,False,False
38.2,9929,57,healthy,False,False,False,False,False
38.1,12480,58,healthy,False,False,False,False,False
38.5,11275,55,healthy,False,False,False,False,False
38.6,10870,65,healthy,False,False,False,False,False
36.6,6565,41,unhealthy,False,True,True,False,True
40.4,5779,93,unhealthy,True,False,True,True,False
38.8,9945,67,healthy,False,False,False,False,False
38.3,11468,55,healthy,False,False,False,False,False
40.3,5837,101,unhealthy,True,False,True,True,False
34.6,5827,34,unhealthy,False,True,True,False,True
35.0,6625,27,unhealthy,False,True,True,False,True
38.2,12755,57,healthy,False,False,False,False,False
35.9,6563,47,unhealthy,False,True,True,False,False
36.3,6956,34,unhealthy,False,True,True,False,True
38.4,5466,71,unhealthy,False,False,True,False,False
38.6,13079,76,healthy,False,False,False,False,False
38.1,12016,67,healthy,False,False,False,False,False
35.3,7058,38,unhealthy,False,True,True,False,True
38.6,4257,68,unhealthy,False,False,True,False,False
38.3,10277,71,healthy,False,False,False,False,False
38.5,9558,62,healthy,False,False,False,False,False
38.2,12834,68,healthy,False,False,False,False,False
38.5,10001,66,healthy,False,False,False,False,False
38.7,12682,62,healthy,False,False,False,False,False
38.5,11492,68,healthy,False,False,False,False,False
37.9,12031,64,healthy,False,False,False,False,False
38.5,11337,65,healthy,False,False,False,False,False
37.9,10952,64,healthy,False,False,False,False,False
38.1,12051,64,healthy,False,False,False,False,False
35.5,5619,38,unhealthy,False,True,True,False,True
38.2,9594,67,healthy,False,False,False,False,False
40.1,6377,108,unhealthy,True,False,True,True,False
41.2,4869,109,unhealthy,True,False,True,True,False
38.1,4927,64,unhealthy,False,False,True,False,False
37.8,11740,63,healthy,False,False,False,False,False
35.2,4753,28,unhealthy,False,True,True,False,True
35.2,5522,31,unhealthy,False,True,True,False,True
40.7,6083,116,unhealthy,True,False,True,True,False
37.9,3844,65,unhealthy,False,False,True,False,False
38.1,11067,61,healthy,False,False,False,False,False
38.8,5405,67,unhealthy,False,False,True,False,False
37.9,10006,59,healthy,False,False,False,False,False
40.4,4870,102,unhealthy,True,False,True,True,False
38.0,11810,74,healthy,False,False,False,False,False
38.5,10549,73,healthy,False,False,False,False,False
40.4,6554,114,unhealthy,True,False,True,True,False
41.1,6085,111,unhealthy,True,False,True,True,False
35.0,5278,31,unhealthy,False,True,True,False,True
38.4,11333,61,healthy,False,False,False,False,False
38.5,13087,63,healthy,False,False,False,False,False
41.1,5002,116,unhealthy,True,False,True,True,False
38.0,5170,57,unhealthy,False,False,True,False,False
35.2,7922,34,unhealthy,False,True,True,False,True
38.4,5661,66,unhealthy,False,False,True,False,False
38.2,14618,67,healthy,False,False,False,False,False
38.3,11568,66,healthy,False,False,False,False,False
38.1,13223,63,healthy,False,False,False,False,False
38.3,11617,73,healthy,False,False,False,False,False
38.0,8761,67,healthy,False,False,True,False,False
41.0,5382,101,unhealthy,True,False,True,True,False
38.3,4509,74,unhealthy,False,False,True,False,False
37.7,4560,69,unhealthy,False,False,True,False,False
36.3,6576,32,unhealthy,False,True,True,False,True
40.1,6339,113,unhealthy,True,False,True,True,False
38.8,11118,71,healthy,False,False,False,False,False
34.7,4819,40,unhealthy,False,True,True,False,True
38.5,12313,58,healthy,False,False,False,False,False
38.2,11613,66,healthy,False,False,False,False,False
37.9,12002,70,healthy,False,False,False,False,False
39.8,6859,109,unhealthy,True,False,True,True,False
38.4,10841,66,healthy,False,False,False,False,False
40.8,5324,115,unhealthy,True,False,True,True,False
38.3,12017,67,healthy,False,False,False,False,False
38.4,10096,62,healthy,False,False,False,False,False
36.3,4396,41,unhealthy,False,True,True,False,True
37.7,10646,61,healthy,False,False,False,False,False
35.6,7512,33,unhealthy,False,True,True,False,True
40.4,6913,89,unhealthy,True,False,True,True,False
38.1,9707,61,healthy,False,False,False,False,False
38.3,5340,63,unhealthy,False,False,True,False,False
38.4,12164,71,healthy,False,False,False,False,False
38.2,12994,65,healthy,False,False,False,False,False
37.9,11136,62,healthy,False,False,False,False,False
34.7,6158,36,unhealthy,False,True,True,False,True
41.0,6095,108,unhealthy,True,False,True,True,False
38.6,12773,72,healthy,False,False,False,False,False
35.8,5894,33,unhealthy,False,True,True,False,True
41.1,4891,96,unhealthy,True,False,True,True,False
39.5,6194,90,unhealthy,True,False,True,True,False
37.8,13033,62,healthy,False,False,False,False,False
38.1,12621,60,healthy,False,False,False,False,False
38.4,11954,64,healthy,False,False,False,False,False
35.2,5110,28,unhealthy,False,True,True,False,True
40.7,8141,106,unhealthy,True,False,True,True,False
37.7,4934,63,unhealthy,False,False,True,False,False
38.1,5068,59,unhealthy,False,False,True,False,False
41.7,7486,101,unhealthy,True,False,True,True,False
40.5,6817,110,unhealthy,True,False,True,True,False
38.1,10895,71,healthy,False,False,False,False,False
35.1,6618,29,unhealthy,False,True,True,False,True
38.4,12516,60,healthy,False,False,False,False,False
38.1,3623,66,unhealthy,False,False,True,False,False
38.7,4831,62,unhealthy,False,False,True,False,False
38.7,4180,63,unhealthy,False,False,True,False,False
38.1,6757,62,unhealthy,False,False,True,False,False
38.1,13554,73,healthy,False,False,False,False,False
35.6,5042,38,unhealthy,False,True,True,False,True
36.5,7720,28,unhealthy,False,True,True,False,True
38.2,6436,61,unhealthy,False,False,True,False,False
35.3,8304,27,unhealthy,False,True,True,False,True
40.5,5284,109,unhealthy,True,False,True,True,False
41.2,6499,105,unhealthy,True,False,True,True,False
38.5,11299,62,healthy,False,False,False,False,False
40.1,4768,121,unhealthy,True,False,True,True,False
38.5,10307,57,healthy,False,False,False,False,False
36.5,5095,38,unhealthy,False,True,True,False,True
38.4,6711,62,unhealthy,False,False,True,False,False
38.2,11916,66,healthy,False,False,False,False,False
35.6,7005,37,unhealthy,False,True,True,False,True
38.1,11137,68,healthy,False,False,False,False,False
38.2,10814,70,healthy,False,False,False,False,False
38.3,11707,63,healthy,False,False,False,False,False
35.0,7456,38,unhealthy,False,True,True,False,True
38.0,4231,65,unhealthy,False,False,True,False,False
38.3,4887,72,unhealthy,False,False,True,False,False
35.1,7813,30,unhealthy,False,True,True,False,True
38.4,5548,62,unhealthy,False,False,True,False,False
34.6,6323,35,unhealthy,False,True,True,False,True
36.1,6970,45,unhealthy,False,True,True,False,False
38.3,10066,59,healthy,False,False,False,False,False
38.3,9970,64,healthy,False,False,False,False,False
35.4,3581,30,unhealthy,False,True,True,False,True
38.5,11286,70,healthy,False,False,False,False,False
35.0,4575,36,unhealthy,False,True,True,False,True
38.4,13153,73,healthy,False,False,False,False,False
35.2,5873,31,unhealthy,False,True,True,False,True
37.8,5436,66,unhealthy,False,False,True,False,False
39.9,6064,118,unhealthy,True,False,True,True,False
36.3,6738,37,unhealthy,False,True,True,False,True
35.5,6355,33,unhealthy,False,True,True,False,True
37.7,4714,65,unhealthy,False,False,True,False,False
35.5,4094,34,unhealthy,False,True,True,False,True
38.4,11443,69,healthy,False,False,False,False,False
38.0,12936,66,healthy,False,False,False,False,False
38.7,11313,65,healthy,False,False,False,False,False
38.4,13453,65,healthy,False,False,False,False,False
38.2,11851,68,healthy,False,False,False,False,False
38.9,10985,58,healthy,False,False,False,False,False
38.0,11256,59,healthy,False,False,False,False,False
38.7,11538,62,healthy,False,False,False,False,False
38.5,13005,65,healthy,False,False,False,False,False
37.9,12472,73,healthy,False,False,False,False,False
38.0,11294,67,healthy,False,False,False,False,False
38.8,10650,63,healthy,False,False,False,False,False
37.8,11577,69,healthy,False,False,False,False,False
38.5,5006,56,unhealthy,False,False,True,False,False
34.4,7602,31,unhealthy,False,True,True,False,True
40.5,5631,108,unhealthy,True,False,True,True,False
38.1,3847,59,unhealthy,False,False,True,False,False
38.0,4770,69,unhealthy,False,False,True,False,False
38.6,5821,71,unhealthy,False,False,True,False,False
37.8,4893,65,unhealthy,False,False,True,False,False
37.9,10524,64,healthy,False,False,False,False,False
38.7,11242,68,healthy,False,False,False,False,False
38.0,9199,74,healthy,False,False,False,False,False
38.1,11635,73,healthy,False,False,False,False,False
38.3,12398,58,healthy,False,False,False,False,False
38.5,5824,68,unhealthy,False,False,True,False,False
35.1,5299,29,unhealthy,False,True,True,False,True
38.7,11152,64,healthy,False,False,False,False,False
35.5,8345,43,unhealthy,False,True,True,False,True
38.2,12113,55,healthy,False,False,False,False,False
38.8,7229,62,unhealthy,False,False,True,False,False
40.6,7747,93,unhealthy,True,False,True,True,False
38.5,11081,71,healthy,False,False,False,False,False
38.0,9455,67,healthy,False,False,False,False,False
35.7,5543,25,unhealthy,False,True,True,False,True
37.9,10923,67,healthy,False,False,False,False,False
38.5,6282,57,unhealthy,False,False,True,False,False
37.8,11583,58,healthy,False,False,False,False,False
38.5,11581,60,healthy,False,False,False,False,False
38.8,12319,69,healthy,False,False,False,False,False
38.3,5966,60,unhealthy,False,False,True,False,False
38.2,4277,73,unhealthy,False,False,True,False,False
38.0,14107,62,healthy,False,False,False,False,False
35.8,6220,36,unhealthy,False,True,True,False,True
38.8,10310,67,healthy,False,False,False,False,False
40.7,6296,91,unhealthy,True,False,True,True,False
38.1,10484,65,healthy,False,False,False,False,False
37.8,11095,66,healthy,False,False,False,False,False
40.7,7423,96,unhealthy,True,False,True,True,False
36.7,6014,28,unhealthy,False,True,True,False,True
38.3,11562,66,healthy,False,False,False,False,False
39.7,4818,96,unhealthy,True,False,True,True,False
34.1,5830,41,unhealthy,False,True,True,False,True
35.3,5340,32,unhealthy,False,True,True,False,True
37.9,13882,65,healthy,False,False,False,False,False
38.7,11894,66,healthy,False,False,False,False,False
40.4,4050,93,unhealthy,True,False,True,True,False
37.9,11998,65,healthy,False,False,False,False,False
38.5,4477,69,unhealthy,False,False,True,False,False
38.2,11224,66,healthy,False,False,False,False,False
35.4,6377,34,unhealthy,False,True,True,False,True
38.5,9753,70,healthy,False,False,False,False,False
40.8,4846,108,unhealthy,True,False,True,True,False
37.9,12070,61,healthy,False,False,False,False,False
37.9,11576,63,healthy,False,False,False,False,False
36.0,7083,28,unhealthy,False,True,True,False,True
40.2,5652,117,unhealthy,True,False,True,True,False
38.1,11181,70,healthy,False,False,False,False,False
38.7,12606,66,healthy,False,False,False,False,False
40.0,5726,96,unhealthy,True,False,True,True,False
38.0,5690,69,unhealthy,False,False,True,False,False
38.0,11232,71,healthy,False,False,False,False,False
38.2,9627,71,healthy,False,False,False,False,False
40.2,5680,102,unhealthy,True,False,True,True,False
38.3,10887,68,healthy,False,False,False,False,False
38.5,11854,63,healthy,False,False,False,False,False
38.7,3261,65,unhealthy,False,False,True,False,False
36.0,6315,31,unhealthy,False,True,True,False,True
38.2,12652,60,healthy,False,False,False,False,False
38.4,10738,68,healthy,False,False,False,False,False
35.5,4813,32,unhealthy,False,True,True,False,True
38.6,12414,54,healthy,False,False,False,False,False
38.4,5693,71,unhealthy,False,False,True,False,False
37.9,9295,68,healthy,False,False,False,False,False
39.8,6315,91,unhealthy,True,False,True,True,False
38.1,11798,68,healthy,False,False,False,False,False
34.7,6093,27,unhealthy,False,True,True,False,True
38.3,11812,66,healthy,False,False,False,False,False
40.7,5453,97,unhealthy,True,False,True,True,False
38.4,3660,70,unhealthy,False,False,True,False,False
38.2,3728,69,unhealthy,False,False,True,False,False
38.1,11341,63,healthy,False,False,False,False,False
38.5,6020,62,unhealthy,False,False,True,False,False
38.6,6357,68,unhealthy,False,False,True,False,False
38.9,6660,62,unhealthy,False,False,True,False,False
41.4,5378,111,unhealthy,True,False,True,True,False
38.3,11397,67,healthy,False,False,False,False,False
37.9,5115,62,unhealthy,False,False,True,False,False
38.1,10608,74,healthy,False,False,False,False,False
38.3,11119,68,healthy,False,False,False,False,False
36.4,4493,45,unhealthy,False,True,True,False,False
38.4,10746,64,healthy,False,False,False,False,False
38.2,12657,65,healthy,False,False,False,False,False
40.7,6893,93,unhealthy,True,False,True,True,False
38.1,11899,60,healthy,False,False,False,False,False
37.9,10231,67,healthy,False,False,False,False,False
38.3,15029,75,healthy,False,False,False,False,False
38.1,11358,59,healthy,False,False,False,False,False
38.6,10878,71,healthy,False,False,False,False,False
38.2,12171,66,healthy,False,False,False,False,False
38.1,5029,75,unhealthy,False,False,True,False,False
40.1,5756,122,unhealthy,True,False,True,True,False
38.5,12040,62,healthy,False,False,False,False,False
39.6,5794,108,unhealthy,True,False,True,True,False
38.3,10040,67,healthy,False,False,False,False,False
36.4,7103,30,unhealthy,False,True,True,False,True
38.1,11331,64,healthy,False,False,False,False,False
40.4,6846,108,unhealthy,True,False,True,True,False
38.3,12814,63,healthy,False,False,False,False,False
38.9,5692,66,unhealthy,False,False,True,False,False
38.1,11606,66,healthy,False,False,False,False,False
40.4,5796,103,unhealthy,True,False,True,True,False
38.1,6683,57,unhealthy,False,False,True,False,False
40.7,6593,115,unhealthy,True,False,True,True,False
40.9,7486,111,unhealthy,True,False,True,True,False
38.5,11891,72,healthy,False,False,False,False,False
37.9,4408,67,unhealthy,False,False,True,False,False
35.9,5130,35,unhealthy,False,True,True,False,True
38.8,10697,57,healthy,False,False,False,False,False
36.0,7121,33,unhealthy,False,True,True,False,True
38.3,12849,62,healthy,False,False,False,False,False
38.6,11668,64,healthy,False,False,False,False,False
38.3,11089,66,healthy,False,False,False,False,False
38.5,12425,66,healthy,False,False,False,False,False
38.3,11883,73,healthy,False,False,False,False,False
39.9,6493,100,unhealthy,True,False,True,True,False
38.1,12280,65,healthy,False,False,False,False,False
40.1,5859,107,unhealthy,True,False,True,True,False
40.7,6511,114,unhealthy,True,False,True,True,False
38.1,10054,51,healthy,False,False,False,False,False
38.7,11878,58,healthy,False,False,False,False,False
38.4,11093,61,healthy,False,False,False,False,False
40.0,4679,117,unhealthy,True,False,True,True,False
38.0,6068,60,unhealthy,False,False,True,False,False
35.6,5051,36,unhealthy,False,True,True,False,True
35.9,6206,26,unhealthy,False,True,True,False,True
38.5,10759,63,healthy,False,False,False,False,False
38.3,11507,70,healthy,False,False,False,False,False
37.6,9186,66,healthy,False,False,False,False,False
37.9,10202,75,healthy,False,False,False,False,False
38.3,12755,57,healthy,False,False,False,False,False
38.5,12636,65,healthy,False,False,False,False,False
38.5,10827,60,healthy,False,False,False,False,False
38.8,10484,63,healthy,False,False,False,False,False
38.6,10378,67,healthy,False,False,False,False,False
40.2,5258,129,unhealthy,True,False,True,True,False
37.4,11448,58,healthy,False,True,False,False,False
35.1,3576,33,unhealthy,False,True,True,False,True
38.4,10231,72,healthy,False,False,False,False,False
41.3,6008,99,unhealthy,True,False,True,True,False
38.3,6481,75,unhealthy,False,False,True,False,False
40.6,5781,93,unhealthy,True,False,True,True,False
38.4,11468,64,healthy,False,False,False,False,False
38.1,11708,66,healthy,False,False,False,False,False
37.7,5436,62,unhealthy,False,False,True,False,False
38.7,6553,66,unhealthy,False,False,True,False,False
38.2,11332,62,healthy,False,False,False,False,False
38.5,10945,69,healthy,False,False,False,False,False
38.5,11247,66,healthy,False,False,False,False,False
38.0,11113,75,healthy,False,False,False,False,False
35.2,5656,36,unhealthy,False,True,True,False,True
38.1,11842,75,healthy,False,False,False,False,False
38.4,12187,66,healthy,False,False,False,False,False
40.4,7669,110,unhealthy,True,False,True,True,False
38.5,6256,70,unhealthy,False,False,True,False,False
41.0,6489,106,unhealthy,True,False,True,True,False
38.5,11122,65,healthy,False,False,False,False,False
40.7,6390,116,unhealthy,True,False,True,True,False
38.1,6026,58,unhealthy,False,False,True,False,False
40.1,6695,108,unhealthy,True,False,True,True,False
38.0,12117,62,healthy,False,False,False,False,False
38.2,10003,68,healthy,False,False,False,False,False
36.3,5923,43,unhealthy,False,True,True,False,True
38.2,11176,58,healthy,False,False,False,False,False
39.8,5331,91,unhealthy,True,False,True,True,False
38.7,12791,63,healthy,False,False,False,False,False
41.0,4822,99,unhealthy,True,False,True,True,False
38.2,13622,63,healthy,False,False,False,False,False
38.4,10953,67,healthy,False,False,False,False,False
37.5,10760,70,healthy,False,False,False,False,False
38.5,10420,67,healthy,False,False,False,False,False
34.9,4603,34,unhealthy,False,True,True,False,True
38.0,11389,68,healthy,False,False,False,False,False
35.1,7233,34,unhealthy,False,True,True,False,True
41.1,5669,100,unhealthy,True,False,True,True,False
38.7,12993,60,healthy,False,False,False,False,False
38.4,11946,62,healthy,False,False,False,False,False
37.7,3960,66,unhealthy,False,False,True,False,False
38.8,6051,62,unhealthy,False,False,True,False,False
38.2,11050,73,healthy,False,False,False,False,False
38.4,12633,66,healthy,False,False,False,False,False
38.4,11893,67,healthy,False,False,False,False,False
35.9,6873,29,unhealthy,False,True,True,False,True
38.3,11685,59,healthy,False,False,False,False,False
38.6,11417,69,healthy,False,False,False,False,False
38.9,11618,63,healthy,False,False,False,False,False
37.9,12382,72,healthy,False,False,False,False,False
41.1,4757,108,unhealthy,True,False,True,True,False
41.1,6493,116,unhealthy,True,False,True,True,False
38.4,12005,58,healthy,False,False,False,False,False
38.4,5205,64,unhealthy,False,False,True,False,False
38.7,12671,52,healthy,False,False,False,False,False
36.3,5453,33,unhealthy,False,True,True,False,True
38.0,12753,65,healthy,False,False,False,False,False
34.4,4993,26,unhealthy,False,True,True,False,True
38.5,12042,79,healthy,False,False,False,False,False
35.9,5460,31,unhealthy,False,True,True,False,True
38.0,4832,53,unhealthy,False,False,True,False,False
38.2,11411,55,healthy,False,False,False,False,False
34.9,5229,37,unhealthy,False,True,True,False,True
38.0,11313,60,healthy,False,False,False,False,False
38.2,12342,69,healthy,False,False,False,False,False
38.3,11037,69,healthy,False,False,False,False,False
40.2,6688,123,unhealthy,True,False,True,True,False
37.8,10197,66,healthy,False,False,False,False,False
38.5,11926,66,healthy,False,False,False,False,False
38.5,11607,63,healthy,False,False,False,False,False
38.4,6149,66,unhealthy,False,False,True,False,False
38.8,10703,73,healthy,False,False,False,False,False
38.1,12034,64,healthy,False,False,False,False,False
37.9,9742,71,healthy,False,False,False,False,False
41.4,6501,100,unhealthy,True,False,True,True,False
38.1,11842,62,healthy,False,False,False,False,False
38.3,11456,61,healthy,False,False,False,False,False
35.4,5746,36,unhealthy,False,True,True,False,True
40.8,6250,95,unhealthy,True,False,True,True,False
38.2,13806,72,healthy,False,False,False,False,False
39.4,5931,100,unhealthy,True,False,True,True,False
39.9,7048,104,unhealthy,True,False,True,True,False
38.0,12059,61,healthy,False,False,False,False,False
38.4,5006,69,unhealthy,False,False,True,False,False
38.2,5329,65,unhealthy,False,False,True,False,False
37.9,11512,64,healthy,False,False,False,False,False
40.8,6342,95,unhealthy,True,False,True,True,False
38.6,5469,73,unhealthy,False,False,True,False,False
38.5,14142,62,healthy,False,False,False,False,False
38.2,12603,61,healthy,False,False,False,False,False
37.6,11566,68,healthy,False,False,False,False,False
35.3,4039,38,unhealthy,False,True,True,False,True
40.3,5968,100,unhealthy,True,False,True,True,False
35.4,6984,30,unhealthy,False,True,True,False,True
38.6,11149,68,healthy,False,False,False,False,False
40.5,6320,126,unhealthy,True,False,True,True,False
39.3,7113,103,unhealthy,True,False,True,True,False
41.1,6463,91,unhealthy,True,False,True,True,False
38.1,3510,67,unhealthy,False,False,True,False,False
38.3,3818,67,unhealthy,False,False,True,False,False
38.2,10740,70,healthy,False,False,False,False,False
37.8,5616,58,unhealthy,False,False,True,False,False
38.4,13164,54,healthy,False,False,False,False,False
35.9,6075,38,unhealthy,False,True,True,False,True
38.2,3880,67,unhealthy,False,False,True,False,False
38.6,10642,64,healthy,False,False,False,False,False
38.1,11362,61,healthy,False,False,False,False,False
38.5,4885,59,unhealthy,False,False,True,False,False
39.7,6364,104,unhealthy,True,False,True,True,False
38.3,6662,56,unhealthy,False,False,True,False,False
38.6,10528,74,healthy,False,False,False,False,False
39.0,10582,64,healthy,False,False,False,False,False
40.3,5705,119,unhealthy,True,False,True,True,False
38.4,11041,64,healthy,False,False,False,False,False
35.6,6101,36,unhealthy,False,True,True,False,True
38.3,4872,73,unhealthy,False,False,True,False,False
35.9,7834,37,unhealthy,False,True,True,False,True
38.6,11396,60,healthy,False,False,False,False,False
38.5,12244,58,healthy,False,False,False,False,False
38.2,12267,63,healthy,False,False,False,False,False
38.8,11816,62,healthy,False,False,False,False,False
38.4,10544,57,healthy,False,False,False,False,False
38.5,13388,71,healthy,False,False,False,False,False
41.0,6944,115,unhealthy,True,False,True,True,False
38.1,11180,63,healthy,False,False,False,False,False
39.9,6328,102,unhealthy,True,False,True,True,False
37.9,12017,67,healthy,False,False,False,False,False
39.1,5490,60,unhealthy,True,False,True,False,False
35.6,5310,36,unhealthy,False,True,True,False,True
38.6,12175,68,healthy,False,False,False,False,False
38.4,9666,73,healthy,False,False,False,False,False
38.3,11497,56,healthy,False,False,False,False,False
38.5,12298,65,healthy,False,False,False,False,False
38.5,4751,65,unhealthy,False,False,True,False,False
38.6,4087,61,unhealthy,False,False,True,False,False
35.9,7270,32,unhealthy,False,True,True,False,True
38.6,13089,61,healthy,False,False,False,False,False
38.0,10397,62,healthy,False,False,False,False,False
37.9,12100,66,healthy,False,False,False,False,False
38.2,12367,72,healthy,False,False,False,False,False
38.4,12299,73,healthy,False,False,False,False,False
36.4,4483,37,unhealthy,False,True,True,False,True
38.4,11917,66,healthy,False,False,False,False,False
38.3,11836,70,healthy,False,False,False,False,False
38.2,11524,56,healthy,False,False,False,False,False
38.5,9534,67,healthy,False,False,False,False,False
38.4,10267,59,healthy,False,False,False,False,False
41.5,6199,83,unhealthy,True,False,True,False,False
35.0,4936,40,unhealthy,False,True,True,False,True
38.1,6255,63,unhealthy,False,False,True,False,False
38.2,11652,71,healthy,False,False,False,False,False
38.4,10332,67,healthy,False,False,False,False,False
38.1,5352,72,unhealthy,False,False,True,False,False
41.9,7940,97,unhealthy,True,False,True,True,False
38.2,12391,71,healthy,False,False,False,False,False
40.4,5788,112,unhealthy,True,False,True,True,False
38.3,5575,69,unhealthy,False,False,True,False,False
41.1,4864,110,unhealthy,True,False,True,True,False
38.4,12496,69,healthy,False,False,False,False,False
35.9,5226,35,unhealthy,False,True,True,False,True
35.7,7405,36,unhealthy,False,True,True,False,True
36.3,6789,37,unhealthy,False,True,True,False,True
38.0,12944,62,healthy,False,False,False,False,False
36.2,7056,36,unhealthy,False,True,True,False,True
40.3,5919,108,unhealthy,True,False,True,True,False
38.7,12234,64,healthy,False,False,False,False,False
38.3,6237,65,unhealthy,False,False,True,False,False
35.1,5702,38,unhealthy,False,True,True,False,True
38.0,11396,62,healthy,False,False,False,False,False
38.2,12439,60,healthy,False,False,False,False,False
38.2,10023,63,healthy,False,False,False,False,False
37.8,11718,68,healthy,False,False,False,False,False
37.9,10983,68,healthy,False,False,False,False,False
38.2,12493,72,healthy,False,False,False,False,False
38.0,11013,65,healthy,False,False,False,False,False
38.5,9931,70,healthy,False,False,False,False,False
38.5,11666,65,healthy,False,False,False,False,False
37.9,11997,77,healthy,False,False,False,False,False
38.2,11302,69,healthy,False,False,False,False,False
38.1,10590,69,healthy,False,False,False,False,False
36.1,6140,38,unhealthy,False,True,True,False,True
38.3,11340,53,healthy,False,False,False,False,False
38.4,6796,68,unhealthy,False,False,True,False,False
39.0,11759,64,healthy,False,False,False,False,False
34.8,7035,35,unhealthy,False,True,True,False,True
38.4,10519,69,healthy,False,False,False,False,False
35.4,6376,27,unhealthy,False,True,True,False,True
34.9,5421,38,unhealthy,False,True,True,False,True
40.5,6729,107,unhealthy,True,False,True,True,False
38.6,11395,68,healthy,False,False,False,False,False
38.3,11629,59,healthy,False,False,False,False,False
35.8,4670,38,unhealthy,False,True,True,False,True
35.1,5639,39,unhealthy,False,True,True,False,True
40.7,5197,102,unhealthy,True,False,True,True,False
38.5,13245,61,healthy,False,False,False,False,False
38.2,4651,60,unhealthy,False,False,True,False,False
37.8,11606,72,healthy,False,False,False,False,False
41.1,4853,107,unhealthy,True,False,True,True,False
38.1,5115,67,unhealthy,False,False,True,False,False
38.2,5139,70,unhealthy,False,False,True,False,False
37.7,13577,68,healthy,False,False,False,False,False
38.3,10205,67,healthy,False,False,False,False,False
38.4,12123,60,healthy,False,False,False,False,False
35.8,6117,32,unhealthy,False,True,True,False,True
40.2,3005,97,unhealthy,True,False,True,True,False
37.9,10223,53,healthy,False,False,False,False,False
